X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Address,Latitude,Longitude,Ordinance_,Ordinance1,Ward,Neighborho,Community,Day,Tow_Zone
-93.2216790003855,44.8989579999118,2097,Victory 1,2022-2023,4,271123340123,2023/02/24 00:00:00+00,02:11:00,5737 35TH AVE S,44.898958,-93.221679,478.1000(c),Snow emergency parking restrictions - odd number address,12,Morris Park,Nokomis,3,6
-93.3239580000616,44.923564999725,2098,Victory 1,2022-2023,4,271123316239,2023/02/24 00:00:00+00,02:10:00,4353 BEARD AVE S,44.923565,-93.323958,478.1000(c),Snow emergency parking restrictions - odd number address,13,Linden Hills,Southwest,3,5
-93.2512669996723,44.9502219996456,2099,Victory 1,2022-2023,4,271123347059,2023/02/24 00:00:00+00,02:10:00,2901 16TH AVE S,44.950222,-93.251267,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2671469999341,44.9998050001007,2100,Victory 1,2022-2023,4,271123345349,2023/02/24 00:00:00+00,02:10:00,105 12TH AVE NE,44.999805,-93.267147,478.1000(c),Snow emergency parking restrictions - odd number address,3,Sheridan,Northeast,3,2
-93.221421000179,44.943214000226,2101,Victory 1,2022-2023,4,271123342848,2023/02/24 00:00:00+00,02:07:00,3501 33RD ST E,44.943214,-93.221421,478.1000(c),Snow emergency parking restrictions - odd number address,2,Longfellow,Longfellow,3,6
-93.2511860004336,44.950568000313,2102,Victory 1,2022-2023,4,271123347058,2023/02/24 00:00:00+00,02:09:00,2845 16TH AVE S,44.950568,-93.251186,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2216530000858,44.8983159999835,2103,Victory 1,2022-2023,4,271123340122,2023/02/24 00:00:00+00,02:08:00,5755 35TH AVE S,44.898316,-93.221653,478.1000(c),Snow emergency parking restrictions - odd number address,12,Morris Park,Nokomis,3,6
-93.2812690000642,44.9520480002151,2104,Victory 1,2022-2023,4,271123339052,2023/02/24 00:00:00+00,02:09:00,2749 PILLSBURY AVE,44.952048,-93.281269,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.2256540002319,44.9698370003773,2105,Victory 1,2022-2023,4,271123320444,2023/02/24 00:00:00+00,02:08:00,603 ONTARIO ST SE,44.969837,-93.225654,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,3,4
-93.2652109996879,44.9998460001928,2106,Victory 1,2022-2023,4,271123345348,2023/02/24 00:00:00+00,02:07:00,221 12TH AVE NE,44.999846,-93.265211,478.1000(c),Snow emergency parking restrictions - odd number address,3,Sheridan,Northeast,3,2
-93.2256649998398,44.9697619996166,2107,Victory 1,2022-2023,4,271123320443,2023/02/24 00:00:00+00,02:06:00,607 ONTARIO ST SE,44.969762,-93.225665,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,3,4
-93.2446920004354,44.9831160003032,2108,Victory 1,2022-2023,4,271123340672,2023/02/24 00:00:00+00,02:06:00,311 8TH AVE SE,44.983116,-93.244692,478.1000(c),Snow emergency parking restrictions - odd number address,3,Marcy Holmes,University,3,4
-93.251131999742,44.9512490002412,2109,Victory 1,2022-2023,4,271123347057,2023/02/24 00:00:00+00,02:07:00,2817 16TH AVE S,44.951249,-93.251132,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2647239997128,44.9998230000315,2110,Victory 1,2022-2023,4,271123345347,2023/02/24 00:00:00+00,02:05:00,227 12TH AVE NE,44.999823,-93.264724,478.1000(c),Snow emergency parking restrictions - odd number address,3,Sheridan,Northeast,3,2
-93.3135349996405,44.9939899999386,2111,Victory 1,2022-2023,4,271123341587,2023/02/24 00:00:00+00,02:04:00,1411 THOMAS AVE N,44.99399,-93.313535,478.1000(c),Snow emergency parking restrictions - odd number address,5,Willard - Hay,Near North,3,1
-93.2256930002317,44.9694430001944,2112,Victory 1,2022-2023,4,271123320442,2023/02/24 00:00:00+00,02:04:00,615 ONTARIO ST SE,44.969443,-93.225693,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,3,4
-93.225372999864,44.8987839999817,2113,Victory 1,2022-2023,4,271123340121,2023/02/24 00:00:00+00,02:04:00,5747 SANDER DR,44.898784,-93.225373,478.1000(c),Snow emergency parking restrictions - odd number address,11,Wenonah,Nokomis,3,6
-93.251324999649,44.9537830001854,2114,Victory 1,2022-2023,4,271123347056,2023/02/24 00:00:00+00,02:04:00,1523 27TH ST E,44.953783,-93.251325,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2100730002687,44.9454479998254,2115,Victory 1,2022-2023,4,271123320143,2023/02/24 00:00:00+00,02:04:00,3143 44TH AVE S,44.945448,-93.210073,478.1000(c),Snow emergency parking restrictions - odd number address,2,Cooper,Longfellow,3,6
-93.2446359996516,44.983235000395,2116,Victory 1,2022-2023,4,271123340671,2023/02/24 00:00:00+00,02:02:00,311 8TH AVE SE,44.983235,-93.244636,478.1000(c),Snow emergency parking restrictions - odd number address,3,Marcy Holmes,University,3,4
-93.2254639995639,44.8986520001897,2117,Victory 1,2022-2023,4,271123340120,2023/02/24 00:00:00+00,02:03:00,5749 SANDER DR,44.898652,-93.225464,478.1000(c),Snow emergency parking restrictions - odd number address,11,Wenonah,Nokomis,3,6
-93.2511080004338,44.9546420002282,2118,Victory 1,2022-2023,4,271123347055,2023/02/24 00:00:00+00,02:02:00,2625 16TH AVE S,44.954642,-93.251108,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2256710001165,44.968852999966,2119,Victory 1,2022-2023,4,271123320441,2023/02/24 00:00:00+00,01:55:00,705 ERIE ST SE,44.968853,-93.225671,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,3,4
-93.2711950004489,44.9413630003023,2120,Victory 1,2022-2023,4,271123335417,2023/02/24 00:00:00+00,02:02:00,329 34TH ST E,44.941363,-93.271195,478.1000(c),Snow emergency parking restrictions - odd number address,9,Central,Powderhorn,3,5
-93.2256589995632,44.968843999551,2121,Victory 1,2022-2023,4,271123320440,2023/02/24 00:00:00+00,02:00:00,633 ONTARIO ST SE,44.968844,-93.225659,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,3,4
-93.2445759995827,44.9832930003717,2122,Victory 1,2022-2023,4,271123340670,2023/02/24 00:00:00+00,02:00:00,315 8TH AVE SE,44.983293,-93.244576,478.1000(c),Snow emergency parking restrictions - odd number address,3,Marcy Holmes,University,3,4
-93.2087339996744,44.9469459996582,2123,Victory 1,2022-2023,4,271123320142,2023/02/24 00:00:00+00,02:01:00,3045 45TH AVE S,44.946946,-93.208734,478.1000(c),Snow emergency parking restrictions - odd number address,2,Cooper,Longfellow,3,6
-93.2510589999728,44.9549350002501,2124,Victory 1,2022-2023,4,271123347054,2023/02/24 00:00:00+00,02:01:00,2611 16TH AVE S,44.954935,-93.251059,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.3043169999295,45.0204220002751,2125,Victory 1,2022-2023,4,271123334933,2023/02/24 00:00:00+00,02:00:00,1925 36TH AVE N,45.020422,-93.304317,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2511600001338,44.9549879999963,2126,Victory 1,2022-2023,4,271123347053,2023/02/24 00:00:00+00,02:00:00,2611 16TH AVE S,44.954988,-93.25116,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.291011999704,45.0019629997927,2127,Victory 1,2022-2023,4,271123334064,2023/02/24 00:00:00+00,01:58:00,2213 BRYANT AVE N,45.001963,-93.291012,478.1000(c),Snow emergency parking restrictions - odd number address,5,Hawthorne,Near North,3,1
-93.2562379995839,44.9549879999963,2128,Victory 1,2022-2023,4,271123344389,2023/02/24 00:00:00+00,01:59:00,2613 13TH AVE S,44.954988,-93.256238,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-93.2674749997714,44.9991300004492,2129,Victory 1,2022-2023,4,271123301884,2023/02/24 00:00:00+00,01:58:00,1105 MAIN ST NE,44.99913,-93.267475,478.1000(c),Snow emergency parking restrictions - odd number address,3,Sheridan,Northeast,3,2
-93.2510969999266,44.9550839999267,2130,Victory 1,2022-2023,4,271123347052,2023/02/24 00:00:00+00,01:59:00,2611 16TH AVE S,44.955084,-93.251097,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2244460002826,44.9008869998352,2131,Victory 1,2022-2023,4,271123340119,2023/02/24 00:00:00+00,01:56:00,5629 33RD AVE S,44.900887,-93.224446,478.1000(c),Snow emergency parking restrictions - odd number address,11,Wenonah,Nokomis,3,6
-93.2243609999601,44.9008550001582,2132,Victory 1,2022-2023,4,271123340118,2023/02/24 00:00:00+00,01:58:00,5625 33RD AVE S,44.900855,-93.224361,478.1000(c),Snow emergency parking restrictions - odd number address,11,Wenonah,Nokomis,3,6
-93.3035780000246,45.0204430003442,2133,Victory 1,2022-2023,4,271123334932,2023/02/24 00:00:00+00,01:57:00,1901 36TH AVE N,45.020443,-93.303578,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2444269999061,44.9834769998637,2134,Victory 1,2022-2023,4,271123340669,2023/02/24 00:00:00+00,01:56:00,317 8TH AVE SE,44.983477,-93.244427,478.1000(c),Snow emergency parking restrictions - odd number address,3,Marcy Holmes,University,3,4
-93.2512289997185,44.9551819999494,2135,Victory 1,2022-2023,4,271123347051,2023/02/24 00:00:00+00,01:56:00,2607 16TH AVE S,44.955182,-93.251229,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2181250001686,44.9855229997867,2136,Victory 1,2022-2023,4,271123345345,2023/02/24 00:00:00+00,01:45:00,2419 COLE AVE SE,44.985523,-93.218125,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-93.2243270001909,44.9075500004323,2137,Victory 1,2022-2023,4,271123340113,2023/02/24 00:00:00+00,01:44:00,5245 33RD AVE S,44.90755,-93.224327,478.1000(c),Snow emergency parking restrictions - odd number address,12,Keewaydin,Nokomis,3,6
-93.2242779997298,44.9696950001242,2138,Victory 1,2022-2023,4,271123320433,2023/02/24 00:00:00+00,01:44:00,613 ERIE ST SE,44.969695,-93.224278,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,3,4
-93.3001999998301,44.9890630002573,2139,Victory 1,2022-2023,4,271123341433,2023/02/24 00:00:00+00,01:44:00,1103 IRVING AVE N,44.989063,-93.3002,478.1000(c),Snow emergency parking restrictions - odd number address,5,Near - North,Near North,3,1
-93.3079059999619,45.0186670002819,2140,Victory 1,2022-2023,4,271123334928,2023/02/24 00:00:00+00,01:44:00,2141 35TH AVE N,45.018667,-93.307906,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2256989996091,44.9398299997547,2141,Victory 1,2022-2023,4,271123341675,2023/02/24 00:00:00+00,01:44:00,3445 32ND AVE S,44.93983,-93.225699,478.1000(c),Snow emergency parking restrictions - odd number address,12,Howe,Longfellow,3,6
-93.2510850002725,44.9599519995851,2142,Victory 1,2022-2023,4,271123346760,2023/02/24 00:00:00+00,01:44:00,2305 16TH AVE S,44.959952,-93.251085,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2243389998449,44.9075060002018,2143,Victory 1,2022-2023,4,271123340112,2023/02/24 00:00:00+00,01:44:00,5247 33RD AVE S,44.907506,-93.224339,478.1000(c),Snow emergency parking restrictions - odd number address,12,Keewaydin,Nokomis,3,6
-93.2242900002832,44.9699070000081,2144,Victory 1,2022-2023,4,271123320432,2023/02/24 00:00:00+00,01:43:00,611 ERIE ST SE,44.969907,-93.22429,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,3,4
-93.2510709996269,44.9600359998615,2145,Victory 1,2022-2023,4,271123346759,2023/02/24 00:00:00+00,01:43:00,2301 16TH AVE S,44.960036,-93.251071,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.3064670001519,45.0186539996824,2146,Victory 1,2022-2023,4,271123334927,2023/02/24 00:00:00+00,01:42:00,2113 35TH AVE N,45.018654,-93.306467,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2700279996924,45.0123579998219,2147,Victory 1,2022-2023,4,271123301881,2023/02/24 00:00:00+00,01:41:00,2411 GRAND ST NE,45.012358,-93.270028,478.1000(c),Snow emergency parking restrictions - odd number address,3,Bottineau,Northeast,3,2
-93.2714220001251,44.9449559996198,2148,Victory 1,2022-2023,4,271123334269,2023/02/24 00:00:00+00,01:41:00,305 32ND ST E,44.944956,-93.271422,478.1000(c),Snow emergency parking restrictions - odd number address,9,Central,Powderhorn,3,5
-93.2242979997529,44.9699559995698,2149,Victory 1,2022-2023,4,271123320431,2023/02/24 00:00:00+00,01:42:00,601 ERIE ST SE,44.969956,-93.224298,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,3,4
-93.2510800000419,44.9601889997226,2150,Victory 1,2022-2023,4,271123346758,2023/02/24 00:00:00+00,01:42:00,2223 16TH AVE S,44.960189,-93.25108,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2996990001087,44.9898749999314,2151,Victory 1,2022-2023,4,271123341432,2023/02/24 00:00:00+00,01:40:00,1127 IRVING AVE N,44.989875,-93.299699,478.1000(c),Snow emergency parking restrictions - odd number address,5,Near - North,Near North,3,1
-93.2510880004108,44.9603469998142,2152,Victory 1,2022-2023,4,271123346757,2023/02/24 00:00:00+00,01:40:00,2215 16TH AVE S,44.960347,-93.251088,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.306275000291,45.0186319995672,2153,Victory 1,2022-2023,4,271123334926,2023/02/24 00:00:00+00,01:40:00,2109 35TH AVE N,45.018632,-93.306275,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2813710002714,44.9443739997603,2154,Victory 1,2022-2023,4,271123343476,2023/02/24 00:00:00+00,01:39:00,3207 PILLSBURY AVE,44.944374,-93.281371,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5
-93.2701130000149,45.0117030001933,2155,Victory 1,2022-2023,4,271123301879,2023/02/24 00:00:00+00,01:39:00,2319 GRAND ST NE,45.011703,-93.270113,478.1000(c),Snow emergency parking restrictions - odd number address,3,Bottineau,Northeast,3,2
-93.2509900003882,44.9602719999529,2156,Victory 1,2022-2023,4,271123346756,2023/02/24 00:00:00+00,01:39:00,2217 16TH AVE S,44.960272,-93.25099,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2203619999064,44.9856799998322,2157,Victory 1,2022-2023,4,271123345344,2023/02/24 00:00:00+00,01:39:00,867 23RD AVE SE,44.98568,-93.220362,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-93.225767000047,44.9049300001195,2158,Victory 1,2022-2023,4,271123340111,2023/02/24 00:00:00+00,01:38:00,5405 32ND AVE S,44.90493,-93.225767,478.1000(c),Snow emergency parking restrictions - odd number address,11,Wenonah,Nokomis,3,6
-93.3055330002477,45.0186339996594,2159,Victory 1,2022-2023,4,271123334925,2023/02/24 00:00:00+00,01:38:00,2017 35TH AVE N,45.018634,-93.305533,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2812940003178,44.9512539995725,2160,Victory 1,2022-2023,4,271123338051,2023/02/24 00:00:00+00,01:37:00,2817 PILLSBURY AVE,44.951254,-93.281294,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.2813500002023,44.9439200004077,2161,Victory 1,2022-2023,4,271123343475,2023/02/24 00:00:00+00,01:37:00,3225 PILLSBURY AVE,44.94392,-93.28135,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5
-93.2510559998345,44.9612160003182,2162,Victory 1,2022-2023,4,271123346755,2023/02/24 00:00:00+00,01:38:00,2121 16TH AVE S,44.961216,-93.251056,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2575780002245,44.9512690002642,2163,Victory 1,2022-2023,4,271123343846,2023/02/24 00:00:00+00,01:37:00,2819 12TH AVE S,44.951269,-93.257578,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-93.3053760002022,45.0186319995672,2164,Victory 1,2022-2023,4,271123334924,2023/02/24 00:00:00+00,01:36:00,2015 35TH AVE N,45.018632,-93.305376,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2203439999756,44.9864039999447,2165,Victory 1,2022-2023,4,271123345343,2023/02/24 00:00:00+00,01:36:00,883 23RD AVE SE,44.986404,-93.220344,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-93.2854850002325,44.9621639999687,2166,Victory 1,2022-2023,4,271123343095,2023/02/24 00:00:00+00,01:34:00,2013 HARRIET AVE S,44.962164,-93.285485,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.2510389999499,44.9617289996937,2167,Victory 1,2022-2023,4,271123346754,2023/02/24 00:00:00+00,01:36:00,2105 16TH AVE S,44.961729,-93.251039,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2994929996022,44.9903619999064,2168,Victory 1,2022-2023,4,271123341431,2023/02/24 00:00:00+00,01:36:00,1209 IRVING AVE N,44.990362,-93.299493,478.1000(c),Snow emergency parking restrictions - odd number address,5,Near - North,Near North,3,1
-93.2812969995569,44.9513969998717,2169,Victory 1,2022-2023,4,271123338050,2023/02/24 00:00:00+00,01:32:00,2815 PILLSBURY AVE,44.951397,-93.281297,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.2994779998098,44.9904369997678,2170,Victory 1,2022-2023,4,271123341430,2023/02/24 00:00:00+00,01:35:00,1211 IRVING AVE N,44.990437,-93.299478,478.1000(c),Snow emergency parking restrictions - odd number address,5,Near - North,Near North,3,1
-93.3048690002042,45.0186260001898,2171,Victory 1,2022-2023,4,271123334923,2023/02/24 00:00:00+00,01:34:00,2005 35TH AVE N,45.018626,-93.304869,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2203429999295,44.9864530004057,2172,Victory 1,2022-2023,4,271123345342,2023/02/24 00:00:00+00,01:34:00,885 23RD AVE SE,44.986453,-93.220343,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-93.2687310001355,45.0008159999585,2173,Victory 1,2022-2023,4,271123301878,2023/02/24 00:00:00+00,01:33:00,1307 GRAND ST NE,45.000816,-93.268731,478.1000(c),Snow emergency parking restrictions - odd number address,3,Sheridan,Northeast,3,2
-93.2498570003003,44.9598110002775,2174,Victory 1,2022-2023,4,271123346753,2023/02/24 00:00:00+00,01:33:00,2437 17TH AVE S,44.959811,-93.249857,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.22583899977,44.9006949999743,2175,Victory 1,2022-2023,4,271123340109,2023/02/24 00:00:00+00,01:33:00,5635 32ND AVE S,44.900695,-93.225839,478.1000(c),Snow emergency parking restrictions - odd number address,11,Wenonah,Nokomis,3,6
-93.2209209996044,44.9871540003569,2176,Victory 1,2022-2023,4,271123345341,2023/02/24 00:00:00+00,01:32:00,2219 COLE AVE SE,44.987154,-93.220921,478.1000(c),Snow emergency parking restrictions - odd number address,2,Como,University,3,4
-93.2498790004155,44.9578570001006,2177,Victory 1,2022-2023,4,271123346752,2023/02/24 00:00:00+00,01:32:00,2437 17TH AVE S,44.957857,-93.249879,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2575770001784,44.9497159996937,2178,Victory 1,2022-2023,4,271123343845,2023/02/24 00:00:00+00,01:31:00,2913 12TH AVE S,44.949716,-93.257577,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-93.294465999806,45.0185700003053,2179,Victory 1,2022-2023,4,271123334922,2023/02/24 00:00:00+00,01:30:00,1205 35TH AVE N,45.01857,-93.294466,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2498710000466,44.9571079997344,2180,Victory 1,2022-2023,4,271123346751,2023/02/24 00:00:00+00,01:29:00,2505 17TH AVE S,44.957108,-93.249871,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2218779996699,44.9323809997834,2181,Victory 1,2022-2023,4,271123342844,2023/02/24 00:00:00+00,01:28:00,3435 39TH ST E,44.932381,-93.221878,478.1000(c),Snow emergency parking restrictions - odd number address,12,Howe,Longfellow,3,6
-93.2941070003378,45.0185690002592,2182,Victory 1,2022-2023,4,271123334921,2023/02/24 00:00:00+00,01:28:00,1123 35TH AVE N,45.018569,-93.294107,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2994919995561,44.9906840003664,2183,Victory 1,2022-2023,4,271123341429,2023/02/24 00:00:00+00,01:28:00,1219 IRVING AVE N,44.990684,-93.299492,478.1000(c),Snow emergency parking restrictions - odd number address,5,Near - North,Near North,3,1
-93.2813999998101,44.9342790000758,2184,Victory 1,2022-2023,4,271123343474,2023/02/24 00:00:00+00,01:21:00,3755 PILLSBURY AVE,44.934279,-93.2814,478.1000(c),Snow emergency parking restrictions - odd number address,8,King Field,Southwest,3,5
-93.2500100001614,44.9570220002652,2185,Victory 1,2022-2023,4,271123346750,2023/02/24 00:00:00+00,01:28:00,2507 17TH AVE S,44.957022,-93.25001,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.2500490001612,44.956940000081,2186,Victory 1,2022-2023,4,271123346749,2023/02/24 00:00:00+00,01:28:00,2507 17TH AVE S,44.95694,-93.250049,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-93.3278159999084,44.9328899998736,2187,Victory 1,2022-2023,4,271123316236,2023/02/24 00:00:00+00,01:27:00,3831 EWING AVE S,44.93289,-93.327816,478.1000(c),Snow emergency parking restrictions - odd number address,13,Linden Hills,Southwest,3,5
-93.2895430003092,45.0003669999372,2188,Victory 1,2022-2023,4,271123334061,2023/02/24 00:00:00+00,01:26:00,2101 ALDRICH AVE N,45.000367,-93.289543,478.1000(c),Snow emergency parking restrictions - odd number address,5,Hawthorne,Near North,3,1
-93.293878999716,45.0185460000979,2189,Victory 1,2022-2023,4,271123333738,2023/02/24 00:00:00+00,01:27:00,1113 35TH AVE N,45.018546,-93.293879,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2994939996483,44.9907519999049,2190,Victory 1,2022-2023,4,271123341428,2023/02/24 00:00:00+00,01:27:00,1221 IRVING AVE N,44.990752,-93.299494,478.1000(c),Snow emergency parking restrictions - odd number address,5,Near - North,Near North,3,1
-93.2216000003397,44.932395000429,2191,Victory 1,2022-2023,4,271123342843,2023/02/24 00:00:00+00,01:26:00,3501 39TH ST E,44.932395,-93.2216,478.1000(c),Snow emergency parking restrictions - odd number address,12,Howe,Longfellow,3,6
-93.2281619998764,44.9636239998477,2192,Victory 1,2022-2023,4,271123347389,2023/02/24 00:00:00+00,01:26:00,907 30TH AVE S,44.963624,-93.228162,478.1000(c),Snow emergency parking restrictions - odd number address,6,Seward,Longfellow,3,4
-93.2202599996992,44.9911310002955,2193,Victory 1,2022-2023,4,271123345340,2023/02/24 00:00:00+00,01:25:00,1103 23RD AVE SE,44.991131,-93.22026,478.1000(c),Snow emergency parking restrictions - odd number address,1,Como,University,3,4
-93.3278159999084,44.9338589995932,2194,Victory 1,2022-2023,4,271123316235,2023/02/24 00:00:00+00,01:25:00,3805 EWING AVE S,44.933859,-93.327816,478.1000(c),Snow emergency parking restrictions - odd number address,13,Linden Hills,Southwest,3,5
-93.25757400004,44.949870999647,2195,Victory 1,2022-2023,4,271123343844,2023/02/24 00:00:00+00,01:25:00,2905 12TH AVE S,44.949871,-93.257574,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-93.2934230002712,45.0185169996599,2196,Victory 1,2022-2023,4,271123333737,2023/02/24 00:00:00+00,01:25:00,1103 35TH AVE N,45.018517,-93.293423,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2814039999945,44.9372219999954,2197,Victory 1,2022-2023,4,271123343473,2023/02/24 00:00:00+00,01:25:00,3613 PILLSBURY AVE,44.937222,-93.281404,478.1000(c),Snow emergency parking restrictions - odd number address,8,King Field,Southwest,3,5
-93.2895339998942,45.0005959997057,2198,Victory 1,2022-2023,4,271123330754,2023/02/24 00:00:00+00,01:24:00,2109 ALDRICH AVE N,45.000596,-93.289534,478.1000(c),Snow emergency parking restrictions - odd number address,5,Hawthorne,Near North,3,1
-93.220854000112,44.9323619998065,2199,Victory 1,2022-2023,4,271123342842,2023/02/24 00:00:00+00,01:24:00,3511 39TH ST E,44.932362,-93.220854,478.1000(c),Snow emergency parking restrictions - odd number address,12,Howe,Longfellow,3,6
-93.2282149996225,44.9626079997594,2200,Victory 1,2022-2023,4,271123347388,2023/02/24 00:00:00+00,01:24:00,2005 30TH AVE S,44.962608,-93.228215,478.1000(c),Snow emergency parking restrictions - odd number address,2,Seward,Longfellow,3,4
-93.2994850001326,44.9909639997888,2201,Victory 1,2022-2023,4,271123341427,2023/02/24 00:00:00+00,01:22:00,1227 IRVING AVE N,44.990964,-93.299485,478.1000(c),Snow emergency parking restrictions - odd number address,5,Near - North,Near North,3,1
-93.2514409996024,44.9609919998809,2202,Victory 1,2022-2023,4,271123341627,2023/02/24 00:00:00+00,01:23:00,1540 22ND ST E,44.960992,-93.251441,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.224328000237,44.9471760003722,2203,Victory 1,2022-2023,4,271123341674,2023/02/24 00:00:00+00,01:24:00,3037 33RD AVE S,44.947176,-93.224328,478.1000(c),Snow emergency parking restrictions - odd number address,2,Longfellow,Longfellow,3,6
-93.2932009999262,45.0185110002825,2204,Victory 1,2022-2023,4,271123333736,2023/02/24 00:00:00+00,01:24:00,1101 35TH AVE N,45.018511,-93.293201,478.1000(c),Snow emergency parking restrictions - odd number address,4,Folwell,Camden,3,1
-93.2207699998356,44.9323639998987,2205,Victory 1,2022-2023,4,271123342841,2023/02/24 00:00:00+00,01:23:00,3527 39TH ST E,44.932364,-93.22077,478.1000(c),Snow emergency parking restrictions - odd number address,12,Howe,Longfellow,3,6
-93.2854420000482,44.9611269998112,2206,Victory 1,2022-2023,4,271123343091,2023/02/24 00:00:00+00,01:23:00,2121 HARRIET AVE S,44.961127,-93.285442,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.2282379997838,44.961588000386,2207,Victory 1,2022-2023,4,271123347387,2023/02/24 00:00:00+00,01:23:00,2109 30TH AVE S,44.961588,-93.228238,478.1000(c),Snow emergency parking restrictions - odd number address,2,Seward,Longfellow,3,4
-93.2203569996757,44.9887900002583,2208,Victory 1,2022-2023,4,271123345339,2023/02/24 00:00:00+00,01:23:00,1029 23RD AVE SE,44.98879,-93.220357,478.1000(c),Snow emergency parking restrictions - odd number address,1,Como,University,3,4
